Number,Year Erected,Marker Name,Marker Text,Civil War Site?,Location,Latitude,Longitude,Mapped Location
122,2005,Albertine Maxwell,"Regarded as the symbol of dance in her adopted hometown of Nashville, Ellen Albertine Chaiser Maxwell (1902-96) operated the Albertine School of the Dance (1936-80). She had danced with Chicago Opera, Adolf Baum Dance Co., and Ruth St. Denis Dance Co. Founder and director of the Les Ballets Intimes with Nashville Ballet Society (1945-80), Maxwell was also a founding member of the Southeastern Regional Ballet Assn. (1955). Her studio in her home, 3325 West End, no longer stands.",,West End Avenue and Orleans Drive,36.139583,-86.818703,POINT (-86.818703 36.139583)
214,2019,Myhr House/ Maple Row,"In 1906, Norwegian-born Andres Ivarson Myhr and wife Minnie Bolton Myhr acquired land from Tabitha DeMoss and built “Maple Row,” named for trees planted along the driveway. Part of Myhr Farm, this was the first house in Bellevue to have indoor running water, electricity and central air. Dr. Myhr was State Evangelist and Secretary of the Tenn. Missionary Society for 20 years. He served as pastor of Bellevue Christian Church (1883 to 1933), that met here after the church burned.",,Bradford Green at Myhr Green,36.071765,-86.931844,POINT (-86.931844 36.071765)
19,1969,Meharry Medical College,"Meharry Medical College, established in 1876 through the efforts of Dr. George W. Hubbard, Dr. William J. Sneed, and Samuel Meharry, is the only AMA Accredited, privately endowed, predominantly Negro medical school in the world. During its first 90 years of service, it trained more Negro physicians and dentists than any other institution.",,"Meharry Medical College, D.B. Todd Boulvard entrance",36.166854,-86.805679,POINT (-86.805679 36.166854)
197,2019,Historic Bellevue,"Belle Vue was the name Abraham Louis DeMoss gave the land he bought overlooking the Harpeth River in 1800. His gristmill and sawmill stood nearby. When the Nashville-Northwestern Railroad cut its line to Kingston Springs in 1855, Bellevue became the hub of this area with a railroad depot, blacksmith shop and livery stable. In 1866 T.L. Herrin opened a general store and post office to the north. A two-story frame pre-railroad storage building now houses Bellevue Lodge No. 716.",,7420 Old Harding Pike,36.064017,-86.94039,POINT (-86.94039 36.064017)
125,2007,First Baptist Church,"Organized in 1820, this is the church’s third downtown location. The elaborate Gothic tower is all that remains of the Matthews & Thompson building that stood at this location from 1886 to 1967. The Baptist Sunday School Board, now one of the world’s largest publishers of religious materials, was organized here in 1891. Edwin Keeble Associates designed the new building, which opened in 1970.",,"First Baptist Church, 108 Seventh Avenue South (marker is on the Broadway side of the church)",36.159464,-86.780751,POINT (-86.780751 36.159464)
123,2005,Watkins Park,"Land once known as Watkins Grove was given to the city in 1870 by brick maker and contractor Samuel Watkins. It served as a site for political gatherings, school commencements and concerts. This became Nashville’s first public park in 1901. Park Board chairman E.C. Lewis planned landscape features including a stone entrance and fence, walkways, flowerbeds, and benches, which were built with materials donated by citizens. In 1906, the Centennial Club opened the city’s first playground here, setting a precedent for public recreation facilities elsewhere in the city. Improved by the Works Progress Administration in the 1930s, Watkins Park was a park for black Nashvillians from 1936 until the 1960s, when the park system was desegregated.",,"Watkins Park, Jo Johnston Avenue and Henry Hale Boulevard",36.161798,-86.798944,POINT (-86.798944 36.161798)
115,2003,Ezell House,"In 1805 Jeremiah Ezell (1775-1838) moved here from Virginia and purchased 17 acres of land on Mill Creek. In 1816 he served on the Court of Pleas for Davidson County. In 1888, his grandson, Henry Clay Ezell, built this brick vernacular Queen Anne style house. His large farm was known for breeding fine mules from stock imported from Spain.",,Corner of Old Ezell Road and Donelson Pike/Harding Place     652 Old Ezell Road,36.098286,-86.677242,POINT (-86.677242 36.098286)
96,1996,Christ Church Cathedral,"Organized in 1829, Christ Church was Nashville’s first Episcopal parish. The present Victorian Gothic church, designed by Francis Hatch Kimball of New York, opened for services on Dec. 16, 1894; the tower, by local architect Russell E. Hart., was added in 1947. Designated the Cathedral for the diocese of Tennessee at the 1995 Diocesan Convention.",,900 Broadway,36.15845,-86.783355,POINT (-86.783355 36.15845)
93,1995,Mill Creek Baptist Church and Graveyard,"Mill Creek Baptist Church, mother church of Southern Baptists in Davidson County, occupied two meeting houses at this site from 1797 until the early 20th century. Here, in 1833, Baptists formed the first Tennessee Baptist Convention. The church’s graveyard includes the graves of many early settlers of both African and European descent.",,Old Glenrose Avenue at Dodge Drive,36.118676,-86.72772,POINT (-86.72772 36.118676)
86,1990,Luke Lea Heights 5 Miles Ahead on Scenic Drive,"Luke Lea (1879-1945) envisioned this park, gave to the city in 1927 the original 868 acres, and asked that the land be named for his father-in-law, Percy Warner. Founder of The Nashville Tennessean, Lea was a key developer of Belle Meade, a U.S. senator, organizer and colonel of the 114th Field Artillery, WWI. 
To honor him the Park Board named a high hill and overlook Lea Heights.",,"Belle Meade Boulevard, inside Percy Warner Park",36.082024,-86.867888,POINT (-86.867888 36.082024)
32,1970,Blackwood Field,"In 1921 the State rented land west of Shute Lane and erected two hangars here for the 105th Observation Squadron, Tennessee National Guard. The airfield of about 100 acres was named for H. O. Blackwood, who gave $1,000 to aid the project. The first airmail flight from Nashville was from here to Chicago July 29, 1924. Airplanes used the field until 1928.",,"Shute Lane and Lebanon Road, Hermitage",36.214993,-86.604865,POINT (-86.604865 36.214993)
88,1992,Tennessee Ornithological Society,"On October 7, 1915, Dr. George Curtis, Albert F. Ganier, Judge H.Y. Hughes, Dr. George R. Mayfield, Dixon Merritt, and A.C. Webb met at Faucon’s Restaurant, 419 Union Street, approximately 50 feet east of here, to found the Tennessee Ornithological Society. T.O.S. was chartered by the state for the purpose of studying Tennessee birds. A journal, The Migrant, publishes accurate records of birds across the state. The Birds of the Nashville Area has local records. T.O.S. is the state’s oldest conservation group in continuing existence.",,"Union Street, between Fifth Avenue North and Arcade Alley, wall marker",36.164618,-86.780837,POINT (-86.780837 36.164618)
237,2021,Vine Street Christian Church 4101 Harding Pike,"Vine Street Christian Church (Disciples of Christ) traces its beginning to 1820 and the Baptist Church of Nashville. Formally founded in 1828, the congregation met downtown on North Vine Street (now Seventh Avenue North) until moving here in 1957. Renowned Nashville architect Edwin A. Keeble designed the building. For over 200 years, the congregation has continued to serve God and neighbor in the spirit of ecumenicism, interfaith cooperation and social justice.",,4101 Harding Pike,36.129734,-86.839161,POINT (-86.839161 36.129734)
101,1997,Nashville’s First Radio Station,"June 1922, Boy Scout John H. DeWitt, Jr., started Nashville’s first radio station (WDAA) on the Ward-Belmont Campus. Assisted by music teacher G.S. deLuca, he broadcast Enrico Caruso records to the opening of the River and Rail Terminal on the river at Broad Street. DeWitt was WSM radio station’s chief engineer, 1932-1942, and president, 1947-1968.",,Belmont University Campus Freeman Hall,36.135886,-86.794723,POINT (-86.794723 36.135886)
158,2017,Surrender of Nashville East Bank of the Cumberland,"On Feb. 25, 1862, Nashville became the first Confederate state capital to fall to Federal forces. Two days prior, the 4th Ohio Vol. Cavalry arrived from Bowling Green, KY and set up pickets along the east bank of the river. Gen. D.C. Buell arrived by rail with about 9,000 men, and on Feb. 25, Gen. William Nelson and a flotilla carrying around 7,000 men arrived from the recent surrender at Fort Donelson. That afternoon, Mayor R.B. Cheatham surrendered the city to Gen. Buell.",X,"East Bank Greenway, Cumberland Park",36.16382,-86.772166,POINT (-86.772166 36.16382)
160,2017,Holy Trinity Greek Orthodox Church,"The Holy Trinity Greek Orthodox Church was established on Nov. 4, 1917, at 208 6th Ave S., the former site of Wallace Univ. School. Greek immigrants began moving to Nashville in the 1880s in search of better economic opportunities. In 1905 a benevolent society was established—the Greek-American Mutual Help Association—which served as a religious and cultural center and raised funds for the purchase of the 6th Ave. property. In 1986, the church moved to 4905 Franklin Pike.",,corner of 6th Avenue South and Demonbreun Street,36.157884,-86.778761,POINT (-86.778761 36.157884)
210,2019,Rev. Nelson G. Merry,"The Reverend Nelson G. Merry, born enslaved in 1824 in Kentucky, was brought to Tennessee by his master. At age 16, his widowed mistress willed him to the First Baptist Church. He was freed in 1845. Merry preached to the “colored” mission of First Baptist, which was established in 1843. When it became “First Colored Baptist Church” (now First Baptist Church, Capitol Hill) in 1865, Merry, an ordained minister, was named pastor. The Rev. Merry is buried in Mt. Ararat Cemetery.",,990 Nelson Merry Street,36.164441,-86.789219,POINT (-86.789219 36.164441)
138,2010,Hill Forest,"In 1910, H.G. Hill, Sr. purchased this 324 acres including an old-growth forest west of downtown Nashville. He refused to allow the trees to be sold for timber, and fenced the forest to keep his cattle from damaging the centuries-old trees. Hill enjoyed its pristine beauty throughout his lifetime. In 2009, the Friends of Warner Parks purchased the land from the Hill family, ensuring that this ancient forest in an urban setting will continue to be preserved.",,6811 Highway 70 South,36.079758,-86.903032,POINT (-86.903032 36.079758)
224,2020,Nashville Plan Schools/ Jones School,"In Brown v. Topeka (1954) and Brown II (1955) the U.S. Supreme Court ordered public schools nationwide to end racial segregation “with all deliberate speed.” Nashville failed to comply, resulting in the Kelley v. Board of Education case (1955) and the 1957 enactment of a grade-per-year plan starting at the first grade. In 1963, the Maxwell v. Davidson County (1960) case was merged with the Kelley case. In 1998, the court deemed the Metro school system to be desegregated.

Named for long-time North Nashville principal R.W. Jones (1849-1933), Jones School opened in 1936 to replace the old Buena Vista School. Four African American first graders desegregated the school on Sept. 9, 1957. A crowd of white segregationists taunted them, and many white parents removed their students from the school. Members of the Congress of Racial Equality (CORE) visited parents in the area, supporting those already enrolled and encouraging others to join them.",,1800 9th Avenue North,36.181344,-86.801818,POINT (-86.801818 36.181344)
27,1970,City of Edgefield,"The portion of East Nashville known as Edgefield, the name suggested by Gov. Neill S. Brown, was incorporated as a city Jan. 2, 1869. Its approximate bounds were Shelby Ave., Sevier St., So. 10th St., Berry St., Cowan Ave. and the River. It’s first mayor was W.A. Glenn and its last was S.M. Wene. It was annexed to the City of Nashville Feb. 6, 1880.",,South 5th Street and Fatherland Street,36.169946,-86.763034,POINT (-86.763034 36.169946)
196,2019,Duncan Hotel,"The Duncan Hotel opened on this site in 1889. The Amalgamated Clothing Workers of America union formed here in 1914, before the hotel closed in 1916. R.H. Boyd, Preston Taylor and others purchased the building and opened the first Young Men’s Christian Association (YMCA) for Black men. Located in the heart of the African-American business district, it shared the space with Citizens Savings Bank and Trust (formerly One Cent Savings Bank) and other African-American businesses.",,330 Dr. M.L.K. Jr. Boulevard,36.166414,-86.780457,POINT (-86.780457 36.166414)
132,2008,Dry-stack Stone Walls,"Dry-stack stone walls, a Scots-Irish building tradition adapted by slaves in the early 19th century, were common throughout middle Tennessee. During the 1864 Battle of Nashville, Brigadier General Henry Jackson was captured at this wall on the Middle Franklin Turnpike after the Confederate line collapsed at Shy’s Hill.",X,4708 Granny White Pike,36.085384,-86.804379,POINT (-86.804379 36.085384)
136,2009,Scottsboro,"In 1869, Tom Scott opened a general store 500 yards to the southwest on Old Hyde’s Ferry Pike that also served as a post office and public gathering place. Scott’s Store became the center of this farming community, which stretches north to Joelton and south to the tip of Bells Bend. The unincorporated crossroads community was called Scott’s Store until 1902, when it was renamed Scottsboro.",,Old Hickory Blvd at Ashland City Highway,36.211694,-86.920493,POINT (-86.920493 36.211694)
37,1970,Battle of Nashville Peach Orchard Hill,"On Dec. 16, 1864, Gen. S.D. Lee’s Corps, Army of Tennessee, held this right flank of Hood’s defense line which ran south along the crest of this ridge. Violent artillery fire & infantry attacks by the corps of Wood & Steedman failed to dislodge the defenders who withdrew only after the collapse of the Confederate left and center in late afternoon.",X,"North side of Harding Place, East of Franklin Road",36.08598333,-86.76913333,POINT (-86.76913333 36.08598333)
117,2003,West End High School,"One of Nashville’s best examples of Colonial Revival style, this building was designed by Donald Southgate and opened in 1937. Public Works Administration funds supported its construction during a major city school building project of the 1930s. Principals William H. Yarbrough (1937-54) and John A. Oliver (1955-68) built a reputation for academic and athletic excellence. It became a middle school in 1968.",,"West End Avenue and Bowling Avenue, Elmington Park",36.134539,-86.825193,POINT (-86.825193 36.134539)
186,2019,Nashville Porter and Ale Brewery,"In 1815, T.M. Burland opened a small brewery 1.5 miles west of Nashville along Cockrill Spring. The brewery used water from the nearby spring and barley purchased from local farmers. J.T. and W.B. Smith operated the brewery from 1834 until it was purchased by P. Jonte and J.B. Bergerot in 1838. The brewery closed in 1841. Coincidently, S. Weins and K. Taylor co-founded the Blackstone Brewery near this location in 1994, on the same tract of land as the Porter and Ale Brewery.",,1901 Charlotte Avenue,36.157522,-86.801631,POINT (-86.801631 36.157522)
174,2018,Joy Floral Company,"In 1882, T.S. and T.C. Joy, founders of Joy & Son floral co. (est. 1877), bought 91 acres east of Lischey Ave. for their greenhouse operations, including the Gen. White home and White-Ogden Cemetery. The Joys built a large greenhouse (1886) and two brick dwellings along Lischey c. 1890. One of the South’s largest florists, Joy Floral Co. opened retail shops and wholesale depts. in Chattanooga (1915) and Atlanta (1920). By 1938, the company had nearly all female leadership.",,1433 Lischey Ave,36.19887,-86.762245,POINT (-86.762245 36.19887)
243,2022,Blue Triangle Ywca,"The Nashville Blue Triangle, the Negro branch of the Young Women’s Christian Association, was established in 1919. Located downtown in the thriving African American business district, it developed programs that supported the African American community. The largest Blue Triangle in the South, it had more than 700 members. On October 25, 1953, the branch moved to this site. It remained here until 1967, when Nashville’s YWCAs desegregated and merged.",,1700 Pearl Street,36.160172,-86.799209,POINT (-86.799209 36.160172)
74,1981,Cardinal Stritch,"Samuel Stritch, born Aug. 17, 1887, southwest corner Fifth and Madison, entered Assumption School at age 7. Ordained when 22, he sang his first Mass here, was priest in Memphis and Nashville, Bishop of Toledo, Archbishop of Milwaukee, Archbishop of Chicago. Named Cardinal in 1946, he was called to Rome in 1958 to head Catholic missions, thus became first American member of the Roman Curia.",,1227 Seventh Ave North,36.175457,-86.791303,POINT (-86.791303 36.175457)
179,2018,Germantown Brewery District,"Germantown was home to many 19th-cen. European immigrants who brought their trade skills to Nashville, including brewing. By 1865 Germantown was home to 4 breweries: North Nashville Brewery (C. Kreig); Rock City Brewery (F. Kuhn); Cumberland Brewery (J. Ritter); and City Brewery (F. Leitenberger). By the 1870s all of these breweries had closed due to the success of J. Stiefel’s S. Nashville Brewing Co. and shipments from Midwestern breweries via iced rail cars and riverboats.",,1200 Fifth Avenue North,36.175239,-86.787948,POINT (-86.787948 36.175239)
121,2005,Belle Meade Golf Links Historic District,"Platted in 1915 by developer Johnson Bransford, Belle Meade Golf Links is one of the early subdivisions that arose from the dissolution of the world-famous Belle Meade Plantation. This small residential district represents early 20th century subdivision design and is listed in the National Register of Historic Places.",,"Belle Meade Golf Links, Intersection of Windsor Drive and Blackburn Avenue",36.101873,-86.865887,POINT (-86.865887 36.101873)
84,1990,Union Station,"Erected by the Louisville & Nashville Terminal Co. & dedicated Oct. 9, 1900, the Romanesque style building of Bowling Green Gray stone and Tennessee marble was designed by L & N Chief Eng. Richard Montfort. The past grandeur of the structure is still evident in the ornate fresco figures, stained glass windows & elaborate wrought iron decoration.",,1001 Broadway,36.157623,-86.784361,POINT (-86.784361 36.157623)
95,1995,"Captain Alexander ""devil Alex"" Ewing 1752-1822","Lt. Alexander Ewing was commissioned in the Continental Army in Sept. 1777 and promoted to Capt. in 1781. That year, while serving as aide-de-camp to Maj. Gen. Greene, he was wounded at Guilford Courthouse. Ewing moved to Davidson Co. c. 1786 and married Sarah Smith c. 1788. Initially granted 2,666 acres, by 1798 Ewing had increased his land holdings across Middle Tenn. and owned 13 enslaved persons. This early Federal-style house was completed just before his death in 1822.",,5101 Buena Vista Pike,36.233902,-86.825987,POINT (-86.825987 36.233902)
171,2018,Smith-carter House,"This stone, Monterey-style house was built in 1925 and purchased in 1952 by “Mr. Country,” Carl Smith, just weeks before his marriage to June Carter, of the famed Carter Family. The farm remained home to June and daughter Carlene after the couple’s 1956 divorce, during which time The Carter Family became a regular Grand Ole Opry act. In 1963, June wrote “Ring of Fire” here with Merle Kilgore, a certified Gold single recorded soon after by Johnny Cash and The Carter Family.

 The Carter Family toured with Cash, often appearing on his show. June and Johnny recorded several duets and married in 1968. Family matriarch “Mother Maybelle” Carter, who developed the transformative “Carter Scratch” guitar picking style, moved here with husband Ezra in 1971 during his illness. Inducted into the Country Music Hall of Fame in 1970, Maybelle was featured on the 1972 Nitty Gritty Dirt Band album Will the Circle Be Unbroken. She stayed here until her death in 1978.",,1020 Gibson Drive,36.251452,-86.722541,POINT (-86.722541 36.251452)
225,2020,Berger Building,"In 1926, Samuel W. Berger hired local architect Ozrow J. Billis to design this stylish building outfitted with colorful glazed terra cotta tiles. Berger was a Hungarian immigrant and one of the city’s leading retail merchants. The Roy Warden Piano and Organ Co., a popular music store, operated here for over forty years. Listed in the National Register of Historic Places in 1984, the building is one of Nashville’s finest examples of early 20th century commercial design.",,164 Rosa L. Parks Boulevard,36.16085,-86.783304,POINT (-86.783304 36.16085)
230,2021,Tennessee/ Spring Water Brewery,"In 1858 P. & N. Harsh built a small brewery near Franklin College on Stones River Pike. E.D. Crossman & M.J. Drucker took over in 1860, renaming it the Tennessee Brewery. After fire destroyed it in 1860 and again in 1864, Drucker rebuilt it as the Spring Water Brewery and leased to L. Mankel and M. Frank in 1866. F. Laitenberger (of Germantown’s City Brewery) assumed the lease briefly until the brewery closed in 1872 due to competition from the Nashville Brewing Company.",,Vultee Boulevard and Air Freight Boulevard,36.123821,-86.689677,POINT (-86.689677 36.123821)
108,2001,Grassmere,"Col. Michael C. Dunn, a landowner and sheriff, built a home in the Federal style ca. 1810. A grandson-in-law, William D. Shute, received the farm in 1859 and named it Grassmere. Intact following the Civil War, the house was renovated and an Italianate porch added ca. 1880. Margaret and Elise Croft, 5th generation descendants, lived here until their deaths. Wishing to preserve the farm, the sisters gave it to future generations as a “nature study center.”",,3777 Nolensville Road,,,
21,1970,Glendale Park,"Here, near the center of a 64-acre woodland park owned by the Nashville Railway & Light Co., the Glendale streetcar line turned back toward town.  The park opened in 1888 to attract passengers for the railway—originally steam, electric after 1893.  A zoo was added in 1912.  The park closed in 1932, a casualty of automobiles and the Depression.",,Intersection of Lealand and Tower Place,36.096323,-86.790479,POINT (-86.790479 36.096323)
38,1971,John Trotwood Moore 1858-1929,"Tennessee novelist, poet, co-author, four-volume history, ""Tennessee, the Volunteer State""; publisher, ""Trotwood Monthly""; author of short stories; breeder & judge of livestock; teacher, lecturer; beloved companion & raconteur; President, Tennessee Historical Society; State Librarian & Archivist, 1919-1929; lived in his home Arden Place on this site.",,4425 Granny White Pike,36.095285,-86.801251,POINT (-86.801251 36.095285)
8,1968,The Nashville Race Course,"The Nashville Race Course, the “Burns Island Track,”   1828-1884, was .6 of a mile north.  Here Oct. 10, 1843, was run the then richest race in the world, the $35,000 Peyton Stakes, 4 mile heats, promoted by Bailie Peyton.  The winner owned by Thomas Kirkman, was renamed “Peytona.”  Ten Broeck and Thora also raced here.",,Vantage Way and Great Circle Road near Bush Lake.,36.193084,-86.790799,POINT (-86.790799 36.193084)
183,2018,Kenner Manor Historic District,"Originally part of the Woodlawn estate, this property was subdivided in 1916 by Duncan Kenner and the Kenner Manor Land Company. Many houses on Kenner Avenue and Woodmont Circle were built in the 1920s, and in 1929 the Clearview Subdivision was platted on Crescent Road and Clearview Drive. The neighborhood’s early-20th-century homes retain much of their original character. The Kenner Manor Historic District was listed in the National Register of Historic Places in 2016.",,Kenner Avenue at Woodmont Circle,36.119153,-86.840325,POINT (-86.840325 36.119153)
89,1992,Battle of Nashville Confederate Line,"Trenches about 20ft. N of this point, held by Loring’s Division, were the center of the Confederate main line before the Battle of Nashville. On Dec. 15, 1864, Redoubt No.1, a key artillery salient 200 yds. NW, fired on Federal forces until overrun by General Wood’s troops late in the day, when Confederates retreated toward Granny White Pike.",X,"1808 Woodmont Boulevard, near intersection of Hopkins St.",36.113578,-86.806106,POINT (-86.806106 36.113578)
76,1982,Customs House,"President Rutherford B. Hayes laid its cornerstone in 1877. Designed by Treasury Department architect W.A. Potter, it was occupied in 1882 by collectors of customs and internal revenue, U.S. courts, and Nashville’s main post office. Addition to rear began in 1903, wings in 1916. Declared surplus in 1976, then given to the City, it was renovated by the development firm that leased it.",,701 Broadway,36.159265,-86.781218,POINT (-86.781218 36.159265)
177,2018,The Old Woman's Home,"On Dec. 17, 1891, the Tenn. legislature granted a charter establishing the Old Woman’s Home “for the care and protection of aged and helpless women.” In 1909, the women moved from 136 Cherry St. (4th Ave) to a new home at 2817 West End Ave. Later renamed The West End Home for Ladies, it was home to hundreds of elderly women until it was demolished in 1984. The West End Home Foundation continues this legacy of enriching the lives of older adults through grantmaking and advocacy.",,2817 West End Avenue,36.144546,-86.812959,POINT (-86.812959 36.144546)
11,1968,Samuel Watkins 1794-1880,"Brick manufacturer and builder, who fought under General Andrew Jackson in the Creek campaigns and at the Battle of New Orleans, left at his death in 1880 property and $100,000 as an endowment for a school later called Watkins Institute, organized in 1885. A pioneer school for adult education, and a leader in arts education, it has been in continuous operation since 1889.",,2298 Rosa L Parks Boulevard,36.193756,-86.806218,POINT (-86.806218 36.193756)
9,1968,Holy Trinity Episcopal Church,"This building, renowned for its pure Gothic architecture and harmony of proportions, was designed by Wills & Dudley, of New York, in a style suggesting an English village church.  The cornerstone was laid May 7, 1852, by Bishop James Otey.  The church was used as a powder magazine by the Union Army for several months during the Civil War.",,615 Sixth Avenue South,36.153183,-86.775587,POINT (-86.775587 36.153183)
232,2021,"John Robert Lewis Feb. 21, 1940-july 17, 2020","John Robert Lewis was born on Feb. 21, 1940 to sharecropper parents in Troy, Ala.  He entered Nashville’s American Baptist Theological Seminary in 1957 and soon began attending non-violence workshops at Clark Memorial Methodist Church with the Rev. James Lawson.  These workshops were the foundation of the Nashville Sit-Ins Movement.  In late 1959, Lewis took part in “test” sit-ins at nearby Cain-Sloan and Harvey’s and was in the group of students arrested at Woolworth on Feb. 27, 1960.

Here, Lewis and nine other reinforcement Freedom Riders boarded a Greyhound bus to Ala. on May 17, 1961.  In 1963, he was elected chair of the Student Nonviolence Coordinating Committee and helped plan and was a keynote speaker at the March on Washington.  He was attacked in Selma on the Edmund Pettus Bridge on March 7, 1965 as part of a voting rights campaign.  A 1967 Fisk University graduate, Lewis was elected to Congress in 1986, serving 17 terms until his death on July 17, 2020.",,Commerce Street between Sixth Ave North and Rep. John Lewis Way North,36.161322,-86.780333,POINT (-86.780333 36.161322)
51,1975,Vauxhall Garden Site,"Located immediately south, this fashionable place of entertainment was established by Messrs. Decker & Dyer in 1827 and operated for more than a decade. It covered several acres & included a ballroom, dining hall and miniature railroad. Pres. Jackson was honored here on several occasions. John Bell made his famous “Vauxhall Garden Speech” here May 23, 1835.",,Demonbreun Street and 9th Avenue South,36.156365,-86.782111,POINT (-86.782111 36.156365)
198,2019,Hillwood Estates,"In 1910, Horace Greeley Hill, Sr. and wife Mamie began buying land around their West Nashville home Cliff Lawn. After Hill Sr., an entrepreneur and philanthropist, died in 1942, H.G. Hill, Jr. took over the family business and began developing that land into the Hillwood Estates subdivision. The neighborhood included an elementary and high school, both named for Hill, as well as the Hillwood Country Club and Hillwood Presbyterian Church, for which Hill Jr. donated land.",,Davidson Road at Post Road,36.115516,-86.862702,POINT (-86.862702 36.115516)
248,2022,Dudley Field/ Vanderbilt Stadium,"Dudley Field opened on Oct. 14, 1922. Named for Dr. William Dudley, it was the first stadium in the South built for football. The first night game took place on Sept. 25, 1954, after lights were installed for the Billy Graham Crusade. Events here included the first NFL exhibition game in the South, in 1944, and a speech by President John F. Kennedy in 1963. After a major renovation, it re-opened as Vanderbilt Stadium on Sept. 12, 1981. It was also home to the Tennessee Oilers in 1998.",,,,,
63,1976,Clover Bottom Mansion,"Built in 1858 by Dr. James Hoggatt on land inherited from his father, Capt. John Hoggatt, a Revolutionary War soldier, this fine Italian villa style home is centered in an area of local historical significance. John Donelson settled early in this rich Stone's River bottom area, followed by Andrew Jackson, who married his daughter, Rachel.",,2941 Lebanon Pike (inside entrance to Tennessee Historical Commission),36.170819,-86.652941,POINT (-86.652941 36.170819)
180,2018,Rock City,"Rock City was an African American community established c.1881, which was soon followed by the founding of First Baptist Church Rock City. Named for a rock quarry in the area, the approx. boundaries were Cahal Ave. to the south, Branch St. to the east, Litton Ave. to the north and Pennington Ave. to the west. Community children attended Rock City Elementary on Pennington Ave., which closed in 1954. The Men’s Civic Club raised funds to provide support for the church and community.",,1500 Ann Street,36.198592,-86.727957,POINT (-86.727957 36.198592)
167,2018,Riverside Sanitarium and Hospital,"Opened in 1927, Riverside Sanitarium and Hospital provided African-Americans in Nashville with modern healthcare and drew patients & medical professionals from across the country. The mid-century modern Pagoda of Medicine, designed by Leon Q. Jackson, was built in 1963 for Dr. Carl A. Dent, who twice served as the chief medical director & president of the medical staff. McKissack and McKissack oversaw the construction of new facilities in the 1970s. The hospital closed in 1983.",,800 Youngs Lane,36.204404,-86.795895,POINT (-86.795895 36.204404)
226,2020,Campaign for the Vote,"The Nashville Equal Suffrage League was formed nearby in 1911 at the former Tulane Hotel. In coordination with the Tennessee Equal Suffrage Association the energetic efforts of women leaders influenced public opinion in the decade ahead.  Nashville’s suffragists hosted the 1914 convention of the National American Woman Suffrage Association (NAWSA), a milestone event. The Hermitage Hotel was headquarters and became the site of many future suffrage activities.",,600 Church Street,36.162507,-86.781979,POINT (-86.781979 36.162507)
129,2008,Parmer School,In 1927 8.25 acres of the Belle Meade Plantation were acquired from its owner Walter O. Parmer to use for a new school. Parmer School opened that fall as a one-room school with grades 1-3. In 1928 the school was transformed into a modern brick building with 4 classrooms adding grades 4-8. By 1951 there were 18 classrooms. The school closed in 1982 and burned in 1985. The stone and brick archway was left as a reminder of the school’s history. The property became a public park in 1986.,,"Parmer Park on Leake Avenue, near Lasalle Court",36.103042,-86.861405,POINT (-86.861405 36.103042)
13,1969,Mrs. John Donelson,"After Col. John Donelson was killed in 1785, his widow and family continued to live here in a log house.  In 1789 lawyers Andrew Jackson and John Overton boarded with the Donelsons.  Here Jackson met Rachel, the Donelson’s youngest daughter.  They married in 1791 and lived here until they acquired there own home across the Cumberland in 1792.",,"Gallatin Pike (Hwy 31) near Myatt Drive intersection, 1787 Gallatin Pike North",36.296439,-86.699898,POINT (-86.699898 36.296439)
207,2019,Alfred Z. Kelley,"Nashville barber Alfred Z. Kelley was lead plaintiff in Kelley v. Board of Education, a federal lawsuit filed Sept. 23, 1955, on behalf of his son Robert and 20 other African American children. In December, the suit was amended to include two white children turned away from city schools. They lived in majority African American neighborhoods. Kelley sought compliance with the U.S. Supreme Court’s 1954 Brown ruling. Tenn.’s longest desegregation case, it was settled in April 1998.",,5834 Pettus Road,36.022029,-86.659972,POINT (-86.659972 36.022029)
6,1968,Battle of Nashville Stewart’s Line,"Loring’s division of Stewart’s Corps, Hood’s Confederate Army of Tennessee, fought behind this stone wall Dec. 16, 1864.  All Federal attacks were beaten back until the Confederate line was broken a mile to the west.  The division retreated south through the hills toward Brentwood.",X,4618 Lealand Lane,36.086311,-86.791167,POINT (-86.791167 36.086311)
222,2020,Nashville Plan Schools/ Emma Clemons,"In Brown v. Topeka (1954) and Brown II (1955) the U.S. Supreme Court ordered public schools nationwide to end racial segregation “with all deliberate speed.” Nashville failed to comply, resulting in the Kelley v. Board of Education case (1955) and the 1957 enactment of a grade-per-year plan starting at the first grade. In 1963, the Maxwell v. Davidson County (1960) case was merged with the Kelley case. In 1998, the court deemed the Metro school system to be desegregated.

Emma B. Clemons (1850-1906) was the first female principal in Nashville, a member of the Board of Education and the first female educator with a school named in her honor. Emma Clemons School opened in 1908, burned in 1914, and re-opened in 1916. On Sept. 9, 1957, an African American first grade student desegregated the school. There were no protestors at Clemons School that day, as no Black students had pre-registered. The school closed in 1971 and was razed in 1982.",,2233 12th Avenue South,36.128315,-86.789157,POINT (-86.789157 36.128315)
